Secteur d'activité;Année;Trimestre;Dernier jour du trimestre;Immatriculations;Radiations;Economiquement actifs;Administrativement actifs;Chiffres d'affaires
M5 - Autres activités scientifiques et techniques;2010;4;2010-12-31;3827.0;2218.0;11868.0;26726.0;44334955.0
N1 - Activités de nettoyage;2010;4;2010-12-31;1760.0;882.0;5780.0;12428.0;16303925.0
PZ - Enseignement;2010;4;2010-12-31;5029.0;2150.0;17775.0;32856.0;57270117.0
F3 - BTP travaux de finition;2011;1;2011-03-31;6442.0;1744.0;19457.0;44037.0;88033008.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2011;1;2011-03-31;288.0;132.0;900.0;2019.0;4049536.0
G6 - Commerce de détail non spécialisé;2011;1;2011-03-31;4645.0;2537.0;11823.0;31493.0;40226701.0
HZ1 - Taxis - VTC;2011;1;2011-03-31;227.0;93.0;482.0;1189.0;1587149.0
IZ1 - Hébergement;2011;1;2011-03-31;397.0;96.0;1994.0;3253.0;5613467.0
M5 - Autres activités scientifiques et techniques;2011;1;2011-03-31;4518.0;1573.0;12873.0;29671.0;44592905.0
S2 - Coiffure et soins du corps;2011;1;2011-03-31;4990.0;1533.0;21823.0;33048.0;48606449.0
HZ1 - Taxis - VTC;2011;2;2011-06-30;191.0;105.0;529.0;1275.0;1828553.0
IZ1 - Hébergement;2011;2;2011-06-30;373.0;129.0;2711.0;3497.0;14539984.0
KZ - Activités financières et d'assurance;2011;2;2011-06-30;410.0;421.0;1660.0;3708.0;6561003.0
M1 - Activités juridiques;2011;2;2011-06-30;125.0;39.0;697.0;1091.0;2912753.0
AZ - Agriculture, sylviculture et pêche;2011;3;2011-09-30;136.0;86.0;882.0;1523.0;2912469.0
CZ1 - Industrie;2011;3;2011-09-30;3194.0;1622.0;19880.0;34091.0;62562135.0
LZ - Activités immobilières;2011;3;2011-09-30;1202.0;633.0;3866.0;8847.0;22058112.0
R1 - Arts, spectacles et autres activités récréatives;2011;3;2011-09-30;3369.0;2180.0;16070.0;35581.0;38712818.0
G1 - Commerce-réparation d'automobiles;2011;4;2011-12-31;1863.0;1518.0;6584.0;14953.0;31551149.0
S3 - Autres services personnels;2011;4;2011-12-31;2633.0;2917.0;16497.0;31089.0;41294468.0
CZ2 - Métiers de bouche;2012;1;2012-03-31;1662.0;892.0;6480.0;13286.0;21027736.0
G6 - Commerce de détail non spécialisé;2012;1;2012-03-31;4495.0;3317.0;13949.0;32610.0;48095121.0
M2 - Activités comptables, de conseil et d'ingénierie;2012;1;2012-03-31;3899.0;1672.0;12347.0;26165.0;55925176.0
UZ - Autres;2012;1;2012-03-31;13.0;16.0;49.0;99.0;189840.0
G1 - Commerce-réparation d'automobiles;2012;2;2012-06-30;2453.0;1370.0;7831.0;17419.0;35740420.0
LZ - Activités immobilières;2012;2;2012-06-30;1239.0;764.0;4543.0;10445.0;22185690.0
N2 - Autres activités de service administratif et de soutien;2012;2;2012-06-30;3618.0;2669.0;18184.0;35197.0;59997960.0
S1 - Réparations hors automobile;2012;2;2012-06-30;1677.0;1353.0;12375.0;20920.0;34059293.0
UZ - Autres;2012;2;2012-06-30;6.0;9.0;58.0;96.0;219609.0
F2 - BTP travaux d'installation;2012;3;2012-09-30;2589.0;1750.0;15082.0;28604.0;74560374.0
G5 - Commerce de détail sur marchés non classé ailleurs;2012;3;2012-09-30;2628.0;2435.0;25533.0;41588.0;63763436.0
S2 - Coiffure et soins du corps;2012;3;2012-09-30;3480.0;2387.0;30081.0;42933.0;70339563.0
F2 - BTP travaux d'installation;2012;4;2012-12-31;2619.0;3324.0;15877.0;27899.0;85562511.0
HZ1 - Taxis - VTC;2012;4;2012-12-31;273.0;230.0;853.0;1794.0;2773201.0
IZ1 - Hébergement;2012;4;2012-12-31;195.0;278.0;2913.0;4258.0;9478344.0
QZ - Santé;2012;4;2012-12-31;2862.0;2299.0;22829.0;30221.0;56663304.0
G2 - Commerce de gros, intermédiaires du commerce;2013;1;2013-03-31;3226.0;1713.0;9137.0;21752.0;39244747.0
G6 - Commerce de détail non spécialisé;2013;1;2013-03-31;3817.0;2585.0;16183.0;33285.0;52372658.0
KZ - Activités financières et d'assurance;2013;1;2013-03-31;677.0;375.0;2098.0;4403.0;7782397.0
N1 - Activités de nettoyage;2013;1;2013-03-31;2278.0;1003.0;11359.0;19909.0;30009717.0
S1 - Réparations hors automobile;2013;1;2013-03-31;1888.0;1099.0;13175.0;21137.0;32941469.0
G6 - Commerce de détail non spécialisé;2013;2;2013-06-30;3395.0;3106.0;17120.0;33574.0;56825098.0
IZ2 - Restauration et débits de boissons;2013;2;2013-06-30;2744.0;1704.0;12046.0;21067.0;56865995.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2013;2;2013-06-30;1883.0;1583.0;12906.0;25236.0;40460811.0
CZ1 - Industrie;2013;3;2013-09-30;3075.0;2032.0;30015.0;46902.0;83998530.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2013;3;2013-09-30;2985.0;2723.0;22400.0;37486.0;86977819.0
HZ1 - Taxis - VTC;2013;3;2013-09-30;367.0;190.0;1151.0;2454.0;3706727.0
IZ2 - Restauration et débits de boissons;2013;3;2013-09-30;1993.0;1786.0;12521.0;21274.0;71376474.0
AZ - Agriculture, sylviculture et pêche;2013;4;2013-12-31;119.0;143.0;1246.0;1888.0;3744351.0
HZ1 - Taxis - VTC;2013;4;2013-12-31;550.0;308.0;1194.0;2696.0;3772108.0
IZ1 - Hébergement;2013;4;2013-12-31;194.0;275.0;3365.0;4769.0;11194382.0
N1 - Activités de nettoyage;2013;4;2013-12-31;1889.0;1771.0;12887.0;21298.0;37794420.0
PZ - Enseignement;2013;4;2013-12-31;4202.0;3677.0;34864.0;51905.0;109833944.0
AZ - Agriculture, sylviculture et pêche;2014;1;2014-03-31;193.0;77.0;1234.0;2004.0;3420113.0
IZ1 - Hébergement;2014;1;2014-03-31;415.0;112.0;3184.0;5072.0;9385249.0
N1 - Activités de nettoyage;2014;1;2014-03-31;2704.0;1148.0;13381.0;22854.0;34975526.0
PZ - Enseignement;2014;1;2014-03-31;4714.0;1956.0;35181.0;54663.0;103934343.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2009;1;2009-03-31;283.0;4.0;95.0;279.0;550251.0
CZ2 - Métiers de bouche;2014;2;2014-06-30;1997.0;1159.0;10057.0;17064.0;34076599.0
M3 - Conseil pour les affaires et autres conseils de gestion;2009;1;2009-03-31;4184.0;30.0;421.0;4154.0;1969408.0
HZ3 - Activités de poste et de courrier;2014;2;2014-06-30;326.0;146.0;435.0;1394.0;1187208.0
N1 - Activités de nettoyage;2009;1;2009-03-31;1244.0;9.0;294.0;1235.0;935394.0
LZ - Activités immobilières;2014;2;2014-06-30;1402.0;941.0;5818.0;12573.0;27207430.0
LZ - Activités immobilières;2009;2;2009-06-30;776.0;48.0;675.0;1946.0;3354455.0
S2 - Coiffure et soins du corps;2014;2;2014-06-30;2970.0;2657.0;36823.0;48924.0;88372793.0
M1 - Activités juridiques;2009;2;2009-06-30;156.0;6.0;284.0;578.0;1215847.0
AZ - Agriculture, sylviculture et pêche;2014;3;2014-09-30;151.0;93.0;1467.0;2119.0;4824437.0
HZ2 - Transports routier de fret et déménagement;2009;3;2009-09-30;176.0;27.0;154.0;505.0;611622.0
HZ3 - Activités de poste et de courrier;2014;3;2014-09-30;251.0;156.0;470.0;1489.0;1129012.0
KZ - Activités financières et d'assurance;2009;4;2009-12-31;551.0;143.0;718.0;1877.0;2921584.0
IZ2 - Restauration et débits de boissons;2014;3;2014-09-30;2222.0;1917.0;14292.0;24030.0;77411890.0
G2 - Commerce de gros, intermédiaires du commerce;2010;2;2010-06-30;2713.0;576.0;4565.0;13553.0;21026106.0
M3 - Conseil pour les affaires et autres conseils de gestion;2014;3;2014-09-30;3934.0;2856.0;21603.0;44812.0;86171874.0
G6 - Commerce de détail non spécialisé;2010;2;2010-06-30;5064.0;1120.0;9522.0;25975.0;30897592.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2014;3;2014-09-30;1789.0;1466.0;13602.0;26701.0;39854559.0
JZ - Informatique, information et communication;2010;2;2010-06-30;4476.0;729.0;9796.0;27784.0;33459091.0
M5 - Autres activités scientifiques et techniques;2014;3;2014-09-30;3671.0;2699.0;25120.0;47957.0;77519632.0
S1 - Réparations hors automobile;2010;4;2010-12-31;2380.0;1503.0;8885.0;18470.0;23204763.0
N2 - Autres activités de service administratif et de soutien;2014;3;2014-09-30;2693.0;2577.0;22128.0;38481.0;68107288.0
S2 - Coiffure et soins du corps;2010;4;2010-12-31;4573.0;2244.0;19134.0;29591.0;46260748.0
PZ - Enseignement;2014;3;2014-09-30;5164.0;2688.0;33632.0;57484.0;76452955.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2011;1;2011-03-31;2903.0;1281.0;8978.0;21891.0;29375847.0
S3 - Autres services personnels;2014;3;2014-09-30;2563.0;2015.0;23437.0;37178.0;55152923.0
R2 - Activités sportives;2011;1;2011-03-31;1597.0;438.0;7053.0;12578.0;19129449.0
LZ - Activités immobilières;2014;4;2014-12-31;1377.0;1575.0;6129.0;12534.0;29480983.0
PZ - Enseignement;2011;2;2011-06-30;3173.0;2297.0;20870.0;37108.0;64387374.0
PZ - Enseignement;2014;4;2014-12-31;4409.0;5334.0;39361.0;56559.0;123270326.0
UZ - Autres;2011;2;2011-06-30;6.0;28.0;61.0;113.0;264920.0
R1 - Arts, spectacles et autres activités récréatives;2014;4;2014-12-31;3840.0;4550.0;27656.0;50053.0;65439815.0
F1 - BTP gros-oeuvre;2011;3;2011-09-30;2789.0;1931.0;13638.0;30026.0;61978478.0
CZ2 - Métiers de bouche;2015;1;2015-03-31;1557.0;673.0;9426.0;18105.0;26883648.0
G1 - Commerce-réparation d'automobiles;2011;3;2011-09-30;1654.0;1201.0;6240.0;14608.0;27573120.0
F2 - BTP travaux d'installation;2015;1;2015-03-31;3150.0;1258.0;19226.0;34679.0;87931577.0
CZ1 - Industrie;2011;4;2011-12-31;3476.0;2546.0;21566.0;35021.0;70246558.0
G2 - Commerce de gros, intermédiaires du commerce;2015;1;2015-03-31;3231.0;1265.0;10811.0;25013.0;45608837.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2011;4;2011-12-31;196.0;247.0;1041.0;2027.0;5811785.0
G5 - Commerce de détail sur marchés non classé ailleurs;2015;1;2015-03-31;3391.0;1311.0;26406.0;48066.0;45054326.0
R1 - Arts, spectacles et autres activités récréatives;2011;4;2011-12-31;3686.0;2732.0;17289.0;36535.0;42309178.0
PZ - Enseignement;2015;1;2015-03-31;5049.0;1643.0;38929.0;59965.0;114175098.0
S2 - Coiffure et soins du corps;2011;4;2011-12-31;4214.0;2826.0;25773.0;37442.0;63533955.0
S1 - Réparations hors automobile;2015;1;2015-03-31;1754.0;753.0;15102.0;23558.0;38341310.0
M1 - Activités juridiques;2012;1;2012-03-31;199.0;67.0;592.0;1145.0;2422961.0
HZ1 - Taxis - VTC;2015;2;2015-06-30;1248.0;531.0;2325.0;7393.0;7930031.0
M5 - Autres activités scientifiques et techniques;2012;1;2012-03-31;5224.0;2141.0;16288.0;35693.0;56147848.0
M2 - Activités comptables, de conseil et d'ingénierie;2015;2;2015-06-30;2813.0;1383.0;18931.0;36852.0;78177352.0
R1 - Arts, spectacles et autres activités récréatives;2012;1;2012-03-31;5024.0;2287.0;17036.0;39272.0;38071690.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2015;2;2015-06-30;1762.0;848.0;14516.0;28457.0;46615577.0
HZ2 - Transports routier de fret et déménagement;2012;2;2012-06-30;174.0;133.0;539.0;1274.0;1900465.0
S1 - Réparations hors automobile;2015;2;2015-06-30;1258.0;800.0;15655.0;24016.0;42989134.0
R1 - Arts, spectacles et autres activités récréatives;2012;2;2012-06-30;3871.0;2334.0;20437.0;40809.0;48409676.0
G1 - Commerce-réparation d'automobiles;2015;3;2015-09-30;2016.0;1206.0;12639.0;27878.0;49153535.0
S2 - Coiffure et soins du corps;2012;2;2012-06-30;3933.0;2285.0;29383.0;41840.0;72711773.0
M1 - Activités juridiques;2015;3;2015-09-30;96.0;36.0;855.0;1479.0;4843780.0
CZ1 - Industrie;2012;3;2012-09-30;3184.0;1880.0;25389.0;41523.0;76425526.0
S2 - Coiffure et soins du corps;2015;3;2015-09-30;2032.0;1704.0;38365.0;50933.0;92429609.0
G2 - Commerce de gros, intermédiaires du commerce;2012;3;2012-09-30;2224.0;1605.0;8555.0;20848.0;39279578.0
M2 - Activités comptables, de conseil et d'ingénierie;2015;4;2015-12-31;2973.0;6324.0;20544.0;34788.0;88452033.0
M1 - Activités juridiques;2012;4;2012-12-31;96.0;197.0;773.0;1157.0;5154912.0
N2 - Autres activités de service administratif et de soutien;2015;4;2015-12-31;2484.0;7149.0;23340.0;35883.0;78497620.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2012;4;2012-12-31;2058.0;2645.0;12224.0;23961.0;40749151.0
G1 - Commerce-réparation d'automobiles;2016;1;2016-03-31;3160.0;1327.0;12819.0;26694.0;50270852.0
N1 - Activités de nettoyage;2012;4;2012-12-31;1652.0;1739.0;10731.0;18634.0;32401101.0
G5 - Commerce de détail sur marchés non classé ailleurs;2016;1;2016-03-31;3231.0;1157.0;27336.0;47969.0;47582254.0
M1 - Activités juridiques;2013;1;2013-03-31;162.0;56.0;695.0;1263.0;3037610.0
G6 - Commerce de détail non spécialisé;2016;1;2016-03-31;3106.0;1443.0;16734.0;30716.0;57231427.0
HZ1 - Taxis - VTC;2013;2;2013-06-30;409.0;165.0;1083.0;2277.0;3413582.0
IZ2 - Restauration et débits de boissons;2016;1;2016-03-31;2755.0;1120.0;13710.0;26202.0;56979762.0
R1 - Arts, spectacles et autres activités récréatives;2013;2;2013-06-30;3784.0;2443.0;24286.0;45570.0;55088121.0
QZ - Santé;2016;1;2016-03-31;5521.0;1183.0;40249.0;52205.0;104652332.0
IZ1 - Hébergement;2013;3;2013-09-30;278.0;152.0;4150.0;4850.0;32678563.0
S1 - Réparations hors automobile;2016;1;2016-03-31;1488.0;734.0;15336.0;22752.0;41804399.0
M5 - Autres activités scientifiques et techniques;2013;3;2013-09-30;3484.0;2460.0;22621.0;43325.0;69717007.0
CZ1 - Industrie;2016;2;2016-06-30;3701.0;1355.0;38152.0;58727.0;111223906.0
IZ2 - Restauration et débits de boissons;2013;4;2013-12-31;1929.0;2104.0;11222.0;21099.0;49241480.0
IZ2 - Restauration et débits de boissons;2016;2;2016-06-30;3426.0;1248.0;16306.0;28380.0;78405022.0
M5 - Autres activités scientifiques et techniques;2013;4;2013-12-31;3728.0;3835.0;23555.0;43218.0;79190683.0
G1 - Commerce-réparation d'automobiles;2016;3;2016-09-30;1928.0;1125.0;13547.0;28791.0;53012960.0
HZ1 - Taxis - VTC;2014;1;2014-03-31;921.0;204.0;1364.0;3413.0;4260806.0
CZ1 - Industrie;2016;4;2016-12-31;2875.0;6836.0;40788.0;56262.0;127446318.0
HZ2 - Transports routier de fret et déménagement;2014;1;2014-03-31;219.0;116.0;660.0;1530.0;1951856.0
LZ - Activités immobilières;2016;4;2016-12-31;1914.0;2917.0;8599.0;16610.0;47847170.0
F3 - BTP travaux de finition;2014;2;2014-06-30;5699.0;3976.0;38220.0;68043.0;167741399.0
G2 - Commerce de gros, intermédiaires du commerce;2017;1;2017-03-31;3802.0;1281.0;13187.0;28933.0;65903771.0
JZ - Informatique, information et communication;2014;2;2014-06-30;3358.0;3234.0;19599.0;42048.0;61668000.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2017;1;2017-03-31;3502.0;1352.0;23074.0;40995.0;71403313.0
F3 - BTP travaux de finition;2014;3;2014-09-30;4156.0;3447.0;38832.0;68752.0;162812538.0
HZ1 - Taxis - VTC;2017;1;2017-03-31;1741.0;488.0;3511.0;10299.0;10898393.0
G1 - Commerce-réparation d'automobiles;2014;3;2014-09-30;2254.0;1760.0;11774.0;24134.0;45118029.0
HZ3 - Activités de poste et de courrier;2017;1;2017-03-31;4628.0;1058.0;4401.0;16223.0;6797343.0
KZ - Activités financières et d'assurance;2014;3;2014-09-30;483.0;409.0;2477.0;4964.0;8927589.0
S1 - Réparations hors automobile;2017;1;2017-03-31;1340.0;530.0;15525.0;22260.0;43970081.0
F3 - BTP travaux de finition;2014;4;2014-12-31;4230.0;5301.0;38367.0;67681.0;175108242.0
CZ1 - Industrie;2017;2;2017-06-30;3530.0;1239.0;40771.0;61850.0;124369820.0
M2 - Activités comptables, de conseil et d'ingénierie;2014;4;2014-12-31;3034.0;4262.0;18597.0;32697.0;78053756.0
F3 - BTP travaux de finition;2017;2;2017-06-30;3967.0;1466.0;44935.0;73781.0;228456706.0
QZ - Santé;2014;4;2014-12-31;3170.0;3751.0;34049.0;42196.0;86593511.0
HZ1 - Taxis - VTC;2017;2;2017-06-30;1575.0;472.0;3918.0;11402.0;13599053.0
S1 - Réparations hors automobile;2014;4;2014-12-31;1401.0;1923.0;15189.0;22557.0;41684291.0
HZ1 - Taxis - VTC;2017;3;2017-09-30;1153.0;457.0;4182.0;12098.0;14166299.0
KZ - Activités financières et d'assurance;2015;1;2015-03-31;733.0;327.0;2540.0;5284.0;10025607.0
PZ - Enseignement;2017;3;2017-09-30;5479.0;2314.0;42567.0;73707.0;99954807.0
F3 - BTP travaux de finition;2015;2;2015-06-30;4366.0;2007.0;40926.0;73665.0;184125046.0
UZ - Autres;2017;3;2017-09-30;0.0;3.0;30.0;50.0;83311.0
HZ3 - Activités de poste et de courrier;2017;4;2017-12-31;7214.0;3856.0;6590.0;25495.0;10288721.0
M5 - Autres activités scientifiques et techniques;2017;4;2017-12-31;3906.0;7327.0;33776.0;55506.0;122386803.0
R1 - Arts, spectacles et autres activités récréatives;2017;4;2017-12-31;4648.0;7600.0;37902.0;64263.0;102427443.0
S2 - Coiffure et soins du corps;2017;4;2017-12-31;2675.0;4216.0;42603.0;51409.0;120247889.0
S3 - Autres services personnels;2017;4;2017-12-31;3448.0;5029.0;30948.0;45369.0;81480876.0
CZ2 - Métiers de bouche;2018;1;2018-03-31;1603.0;602.0;11445.0;20279.0;37482766.0
HZ4 - Autres activités de transports et entreposage;2018;1;2018-03-31;321.0;131.0;1514.0;3612.0;5063288.0
M3 - Conseil pour les affaires et autres conseils de gestion;2018;1;2018-03-31;11365.0;3553.0;32057.0;70340.0;154479299.0
N1 - Activités de nettoyage;2018;1;2018-03-31;3788.0;912.0;23261.0;36903.0;72503091.0
PZ - Enseignement;2018;1;2018-03-31;6547.0;1962.0;50867.0;76466.0;163307737.0
S1 - Réparations hors automobile;2018;1;2018-03-31;1452.0;496.0;15930.0;22672.0;48353122.0
HZ3 - Activités de poste et de courrier;2018;2;2018-06-30;11736.0;2735.0;9972.0;41588.0;15477671.0
S2 - Coiffure et soins du corps;2018;2;2018-06-30;3090.0;1287.0;44795.0;56049.0;129349674.0
AZ - Agriculture, sylviculture et pêche;2018;3;2018-09-30;124.0;51.0;1817.0;2676.0;6720466.0
HZ2 - Transports routier de fret et déménagement;2018;3;2018-09-30;365.0;167.0;1295.0;3126.0;4319975.0
JZ - Informatique, information et communication;2018;3;2018-09-30;4820.0;2107.0;26163.0;54323.0;113181576.0
M2 - Activités comptables, de conseil et d'ingénierie;2018;3;2018-09-30;3929.0;1891.0;25158.0;49078.0;117493931.0
N2 - Autres activités de service administratif et de soutien;2018;3;2018-09-30;3249.0;1575.0;27863.0;46777.0;102342133.0
QZ - Santé;2018;3;2018-09-30;4493.0;1924.0;55020.0;73119.0;137957014.0
S1 - Réparations hors automobile;2018;3;2018-09-30;946.0;504.0;16451.0;23751.0;51491168.0
UZ - Autres;2018;3;2018-09-30;2.0;2.0;32.0;56.0;101087.0
G2 - Commerce de gros, intermédiaires du commerce;2018;4;2018-12-31;3638.0;5121.0;18695.0;36523.0;122956059.0
HZ3 - Activités de poste et de courrier;2018;4;2018-12-31;13865.0;9058.0;14384.0;53495.0;23174406.0
N2 - Autres activités de service administratif et de soutien;2018;4;2018-12-31;3452.0;5632.0;29253.0;44597.0;115439044.0
F2 - BTP travaux d'installation;2019;1;2019-03-31;3877.0;1041.0;26850.0;41135.0;175948287.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2019;1;2019-03-31;4146.0;1408.0;26430.0;46134.0;96191568.0
IZ1 - Hébergement;2019;1;2019-03-31;806.0;153.0;5649.0;8728.0;19278598.0
S1 - Réparations hors automobile;2019;1;2019-03-31;1576.0;466.0;16827.0;23755.0;55330531.0
AZ - Agriculture, sylviculture et pêche;2019;2;2019-06-30;130.0;47.0;1781.0;2733.0;6837391.0
N2 - Autres activités de service administratif et de soutien;2019;2;2019-06-30;4519.0;1480.0;31778.0;51486.0;130444774.0
F2 - BTP travaux d'installation;2019;3;2019-09-30;3361.0;1038.0;29221.0;45661.0;201485114.0
G1 - Commerce-réparation d'automobiles;2019;3;2019-09-30;3209.0;1254.0;18519.0;37746.0;91674991.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2019;3;2019-09-30;2937.0;1548.0;30323.0;49883.0;148711167.0
G5 - Commerce de détail sur marchés non classé ailleurs;2019;3;2019-09-30;1774.0;1050.0;33354.0;50529.0;95038305.0
HZ3 - Activités de poste et de courrier;2019;3;2019-09-30;11422.0;4652.0;21637.0;84043.0;35486053.0
JZ - Informatique, information et communication;2019;3;2019-09-30;5857.0;2290.0;31888.0;64696.0;162786142.0
R2 - Activités sportives;2019;3;2019-09-30;3068.0;968.0;27589.0;43422.0;80739490.0
S1 - Réparations hors automobile;2019;3;2019-09-30;1500.0;517.0;17628.0;25628.0;59761147.0
UZ - Autres;2019;3;2019-09-30;1.0;0.0;35.0;58.0;92581.0
F1 - BTP gros-oeuvre;2019;4;2019-12-31;3650.0;4723.0;35029.0;55603.0;247527468.0
G1 - Commerce-réparation d'automobiles;2019;4;2019-12-31;3775.0;4449.0;19112.0;37072.0;116730427.0
HZ1 - Taxis - VTC;2019;4;2019-12-31;2326.0;2451.0;11135.0;19447.0;66675600.0
HZ4 - Autres activités de transports et entreposage;2019;4;2019-12-31;345.0;614.0;1826.0;3737.0;7020958.0
M1 - Activités juridiques;2019;4;2019-12-31;82.0;147.0;1074.0;1399.0;9399798.0
N1 - Activités de nettoyage;2019;4;2019-12-31;5429.0;3974.0;34152.0;52869.0;139823776.0
S3 - Autres services personnels;2020;1;2020-03-31;8434.0;1820.0;46348.0;78101.0;109188136.0
IZ2 - Restauration et débits de boissons;2020;2;2020-06-30;3347.0;1087.0;18818.0;46220.0;74514591.0
JZ - Informatique, information et communication;2020;2;2020-06-30;5529.0;1746.0;33960.0;73530.0;194426124.0
R1 - Arts, spectacles et autres activités récréatives;2020;2;2020-06-30;3038.0;1527.0;31690.0;91939.0;73322984.0
